_id,Source,Source_ID,Location,Artist,Title,Medium,ArtForm,Status,ImageName,ImageURL,ThumbURL,ImageAltText,WARD,WARD_FULLNAME,YEAR_INSTALLED,Description,OwnedBy,CommissionedBy,PublicArtConsultant,ImageOrientation,ExternalLink,ExternalLinkText,geometry
197,Percent for Public Art - Private Developer Program,236,15 Queens Quay East,"Aycock, Alice",Unweaving the Rainbow,"Powder coated aluminum modules, rolled aluminum forms, white powder coated galvanized structural steel rolled channel, aluminum mesh and pipes, LEDs",None,Existing,unweavingtherainbow.jpg,https://www.toronto.ca/ext/pln/publicart/unweavingtherainbow.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/unweavingtherainbow.jpg,"Unweaving the Rainbow, 2021",10,Spadina-Fort York,2021,"Located on Queen's Quay East Street, the sculptural installation is visible from pedestrian and automobile traffic. It operates as a symbolic entrance arch. Within the arch, various elements have been placed almost as if they have been blown there by the wind. The vortex modules within the sculpture are a reference to the large installation from Phase 1 of the Pier 27 project. The curvilinear screens contain fiber optics and LED lighting. Overall, the piece suggests exuberant energy.",None,Pier 27 Toronto Inc. ,None,landscape,https://www.aaycock.com,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.373391, 43.642135]]}"
198,Percent for Public Art - Private Developer Program,237,"222 Bremner Boulevard, Metropolitan Toronto Convention Centre","Fones, Robert",Dragonfly Banners,Fabric,None,Existing,dragonflybanners.jpg,https://www.toronto.ca/ext/pln/publicart/dragonflybanners.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/dragonflybanners.jpg,Image of multiple fabric banners on steel poles with various images of dragonflys on the fabric,10,Spadina-Fort York,1999,None,None,Metropolitan Toronto Convention Centre,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.385251, 43.642763]]}"
199,Percent for Public Art - Private Developer Program,238,450 Mount Pleasant Road,"Etrog, Sorel",Untitled,Bronze,None,Existing,etroguntitled.jpg,https://www.toronto.ca/ext/pln/publicart/etroguntitled.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/etroguntitled.jpg,"Image of a bronze sculpture with various shapes and forms, located in a rock garden bed with seating nearby",12,Toronto-St. Paul's,2002,None,None,Greenco,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.387122, 43.700195]]}"
200,Public Art & Monuments Collection - City-Owned,None,"Aitken Place Park, 90 Merchants' Wharf","Brown, Caitlind / Garrett, Wayne and Studio North",Light Keeper,None,None,Existing,LightKeeper.jpg,https://www.toronto.ca/ext/pln/publicart/LightKeeper.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/LightKeeper.jpg,Image of artwork: Light Keeper,12,Toronto-St. Paul's,2019,"Using light as a sculptural material, Light Keeper is an analog, light-based installation drawing from lighthouse lenses and analog projection technologies to create spectral waves of light and a moon clock beamed onto the urban porch of Aitken Place Park. Taking its name from the keepers who maintain lighthouses, the installation speaks to light as a medium for sending messages across vast dark spaces, wayfinding, signalling danger or change ahead. In an urban environment, Light Keeper takes on new meaning against the metropolitan light of Toronto, referencing natural phenomenon: waves and the moon. Rolling rainbow waves beam across Aitken Place Park, interacting with weather on the shores of Lake Ontario by changing the speed of their motion in accordance with the wind. The moon clock changes with the phases of the moon in the night sky, which can often not be seen above the dense skyline and sky glow of Toronto. Light Keeper attempts to capture and keep the ephemeral light that cities threaten to overwhelm.",None,Waterfront Toronto,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.362472, 43.644889]]}"
201,Public Art & Monuments Collection - City-Owned,None,"Joshua Glover Park, 4208 Dundas Street West","VerCetty, Quentin",Step Forward Into History,None,None,Existing,joshuaglover.jpg,https://www.toronto.ca/ext/pln/publicart/joshuaglover.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/joshuagloverthumb.jpg,Image of artwork: Step Forward Into History,2,Etobicoke-Centre,2021,"Step Forward Into History shows the story of Joshua Glover, transforming himself from enslaved property, escaping from St. Louis, Missouri in 1852, to reclaim his humanity and freedom in Etobicoke, Ontario by 1854. The cyborg arm represents the time when Glover was treated more like a machine than a human while each flower references different places of his journey, including: Missouri's state flower (white hawthorn blossom), Wisconsin's state flower (blue violet), Ontario's provincial flower (white trillium), and his ancestral African heritage's hibiscus flower. The Afrofuturist elements of time blending and the Pan-African concept of sankofa incorporated expresses the importance of applying knowledge gained in the past to the present and future. By remembering Glover's story, society can continue to learn and work together towards ending all types of oppression.",None,City of Toronto,None,portrait,https://www.vercetty.com/projects-6,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.51269, 43.66083]]}"
202,Percent for Public Art - Private Developer Program,240,115 Haynes Avenue,"Dault, Julia",Wheel of Fortune,Stainless steel and concrete aggregate,None,Existing,WheelofFortune.jpg,https://www.toronto.ca/ext/pln/publicart/WheelofFortune.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/WheelofFortune.jpg,"Image of a circular stainless steel sculpture with the words yes, maybe try again, no, definitely, ask for help inscribed into the art piece along with imagery of planets and various shapes.",7,Humber River - Black Creek,2021,"In any given year, one in five Canadians experiences a mental health challenge or illness. Studies have proven that when people believe they have a choice or are presented with options, they feel better and more equipped to handle adversity. Wheel of Fortune is a positive reminder of our shared capacity to make choices big and small. Each choice compounds to make a life. The sculpture suggests answers to questions viewers may have, as if speaking directly to them. Resembling both an eye and a galaxy, Wheel of Fortune suggests those questions can be personal or cosmological. The artwork appears as if it has rolled into the public square and landed on the answer definitely. For students who live here or for people who frequently pass by The Quad at York, the artwork will change as different words resonate at different moments. Its steadfast presence, underscored by the phrase âIâm here with you,â will also make it a symbol of reassurance, of home.",York University,FCS Development P2 LP,None,landscape,https://juliadault.com/wheel-of-fortune-202122,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.499611, 43.770244]]}"
203,Public Art & Monuments Collection - City-Owned,412,Traffic median on the east side of Keele and Finch ,"Vickerd, Brandon",The Heights,Corten Steel,Sculpture,Existing,theheights.jpg,https://www.toronto.ca/ext/pln/publicart/theheights.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/theheights_thumb.jpg,"A partial representation of the Elia Public School that once stood on the northeast corner of Keele St and Finch Ave West, rendered in Corten steel and cantilevered forty feet above the ground.",13,York Centre,2023,"The Heights is a partial representation of the Elia Public School that once stood on the northeast corner of Keele St and Finch Ave West, rendered in Corten steel and cantilevered forty feet above the ground. With its innovative use of symbolic architecture, The Heights highlights the continuity between the past and the present. The sculpture evokes the history of the Keele and Finch area while celebrating the vibrant future of the community. This large-scale artwork incites a conversation around the evolution of the neighbourhood from its semi-rural history, to its life as an industrial centre, to the rapidly expanding urban centre that residents experience today. ",None,None,None,portrait,http://brandonvickerd.com/index,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.4907985338602, 43.7635916478562]]}"
204,Percent for Public Art - Private Developer Program,241,16 York St,"Drever, Dean",Free Time,Cast Bronze and Paint,None,Existing,freetime.jpg,https://www.toronto.ca/ext/pln/publicart/freetime.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/freetime.jpg,Green painted family of bears play within a courtyard,10,Spadina-Fort York,2023,None,None,The Cadillac Fairview Corporation,None,portrait,https://www.deandreverstudio.com,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.381635, 43.642268]]}"
205,Percent for Public Art - Private Developer Program,242,"131 McMahon Drive, Ethennonnhawahstihnen Park, Concord Park Place","Idee, Inges",Highway Rabbit,"galvanized steel, urethane paint",None,Existing,highwayrabbit.jpg,https://www.toronto.ca/ext/pln/publicart/highwayrabbit.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/highwayrabbit.jpg,A photo of a rabbit sculpture with hollowed out portions made of steel and painted in black with white stripes. The rabbit sculpture is located along the edge of the highway 401 and within a landscaped area that includes shrubs and trees.,,None,2022,"Placed in close proximity to the busy Highway 401, the Rabbit has incorporated the endless lanes into its formal DNA. Like a roller coaster, the lanes whiz through the air in curves and loops, forming the image of a very special character that excels in speed and cunning, but often finds itself in life-threatening conflict with the infrastructure. In its hybrid form, it has found a safe refuge in this place.",None,Concord Adex Investments Limited,None,landscape,https://ingesidee.de/art-in-public-space/rabbit-toronto-condominium-highway/,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.370919, 43.766568]]}"
206,Percent for Public Art - Private Developer Program,98069,81 Navy Wharf Court,"Ferrara, Jackie",18 Niches,Brick,None,Existing,18Niches1.jpg,https://www.toronto.ca/ext/pln/publicart/18Niches1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/18Niches1.jpg,Image of artwork: 18 Niches,10,Spadina-Fort York,2003,None,None,Concord Adex Developments Corporation ,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.391471, 43.641005]]}"
207,Percent for Public Art - Private Developer Program,3100,1475 The Queensway,The Tree Frog Design Group,A Furnished Landscape,Landscaping elements,None,Existing,FurnishedLandscape2.jpg,https://www.toronto.ca/ext/pln/publicart/FurnishedLandscape2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/FurnishedLandscape2.jpg,Image of artwork: A Furnished Landscape,3,Etobicoke-Lakeshore,2003,None,None,Ikea,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.534487, 43.618924]]}"
208,Percent for Public Art - Private Developer Program,9036,155 Wellington Street West,"Coupland, Douglas",A History of the Fur Trade in Canada,None,None,Existing,Coupland_A_History_of_the_Fur_Trade_in_Canada.jpg,https://www.toronto.ca/ext/pln/publicart/Coupland_A_History_of_the_Fur_Trade_in_Canada.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Coupland_A_History_of_the_Fur_Trade_in_Canada.jpg,"Photo of art work hanging on wall with letters on different coloured squares including the colours yellow, white, red, greed, orange, and green.  Located in the lobby of the office tower. ",10,Spadina-Fort York,2009,None,None,Cadillac Fairview Corporation Limited,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.386463, 43.645707]]}"
209,Percent for Public Art - Private Developer Program,9030,"25 Queens Quay East, Pier 27","Aycock, Alice",A Series of Whirlpool Field Manoeuvres for Pier 27,"Maelstrom: Aluminum powder coated white, Toronto Twister: Aluminum powder coated white, structural steel",None,Existing,ASeriesOfWhirlpoolFieldManoeuvresForPier27.jpg,https://www.toronto.ca/ext/pln/publicart/ASeriesOfWhirlpoolFieldManoeuvresForPier27.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/ASeriesOfWhirlpoolFieldManoeuvresForPier27.jpg,"Alice Aycock, ""A Series of Whirlpool Field Manoeuvres for Pier 27,"" 2017",10,Spadina-Fort York,2018,"For the Pier 27 project I tried to visualize the movement of wind energy as it flows through the site, creating random whirlpools, touching down and forming a dynamic three-dimensional massing of forms. The installation, entitled A Series of Whirlpool Field Manoeuvres for Pier 27, consists of two sculptures - Maelstrom, which was temporarily sited in front of the Seagram's building on Park Avenue in 2014, and Toronto Twister, which was designed in conjunction with Maelstrom specifically for the site. The composition of Toronto Twister was partially derived from images of lenticular clouds. The sculptural assemblages also suggest weather patterns, waves, wind turbulence, turbines, vortexes of energy, and the expressive quality of wind as well as the chaotic beauty of fluid/flow dynamics. As much as the sculpture is obviously designed and engineered, I wanted the work to have a random haphazard quality and feel as though it is spinning on the site, perhaps launching itself into the air. However, the sculpture is static.",None,Pier 27 (Toronto) Incorporated,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37296284, 43.64188954]]}"
210,Percent for Public Art - Private Developer Program,7042,"311 Bay Street,  The St. Regis Hotel","Andrews, Stephen",A Small Part of Something Larger,"Stone, Glass, and Ceramic Mosaic Mural",None,Existing,A_Smal_Part_of_sth_Larger.jpg,https://www.toronto.ca/ext/pln/publicart/A_Smal_Part_of_sth_Larger.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/A_Smal_Part_of_sth_Larger.jpg,Image of artwork: A Small Part of Something Larger,13,Toronto Centre,2012,None,None,Trump International Hotel and Tower,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.38032313, 43.64975546]]}"
211,Percent for Public Art Commissions Donated to the City,90100,200 Walmer Road,"Hurlbut, Spring",A Tree Column,Bronze,None,Existing,treecolumn1.jpg,https://www.toronto.ca/ext/pln/publicart/treecolumn1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/treecolumn1.jpg,"A photo of the bronze art installation that resembles the trunk of a tree with a flat podium on top, surrounded by a landscaped area with pavers, benches, grass and trees.",12,Toronto-St. Paul's,1990,None,None,The Goldman Group,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.408809, 43.676303]]}"
212,Percent for Public Art - Private Developer Program,None,662 Sheppard Avenue East,"Scott-Taggart, Clare",Across the Great Span of Time,bronze,None,Existing,AcrossTheGreatSpanOfTime.jpg,https://www.toronto.ca/ext/pln/publicart/AcrossTheGreatSpanOfTime.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/AcrossTheGreatSpanOfTime.jpg,Image of artwork: Across the Great Span of Time,17,Don Valley North,2009,None,None,Shane Baghai Developments,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.38192637, 43.76928308]]}"
213,Percent for Public Art - Private Developer Program,9028,"570 Bay Street, Motion Condos","Lum, Ken","Across Time and Space, Two Children of Toronto Meet",Bronze,None,Existing,Lum_Accross_Time_and_Space4.jpg,https://www.toronto.ca/ext/pln/publicart/Lum_Accross_Time_and_Space4.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Lum_Accross_Time_and_Space4.jpg,"Image of artwork: Across Time and Space, Two Children of Toronto Meet",10,Spadina-Fort York,2013,"This artwork calls up two possible early local residents, both children from different historical periods, suggesting something of the problem of historical discontinuity by creating a historical bridge from the past to the present.  The two children look at one another with curiosity and overhead of passing pedestrians.  The traversing viewers, in the act of walking through this corridor, are meant to embody something of the symbolic passage of time.  They are meant to become, however briefly, in a cursory engagement not only with history but their own place within it.  ",None,Concert Properties,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.383569, 43.655003]]}"
214,Percent for Public Art - Private Developer Program,5102,"825 Bay Street, The Murano Condominium","Astman, Barbara",Alberi di Murano (Trees of Murano),Glass,None,Existing,Astman_Alberi_di_Murano3.jpg,https://www.toronto.ca/ext/pln/publicart/Astman_Alberi_di_Murano3.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Astman_Alberi_di_Murano3.jpg,Image of artwork: Alberi di Murano (Trees of Murano),13,Toronto Centre,2010,"This integrated art and architecture, public art project, incorporates colour photographic imagery on 217 exterior windows surrounding the building.",None,Lanterra & H & R Developments,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.385824, 43.661792]]}"
215,Percent for Public Art - Private Developer Program,98069,CityPlace,"Mustafa, Maha",Approaching Red, ,None,Existing,Mustafa_ApproachingRed.jpg,https://www.toronto.ca/ext/pln/publicart/Mustafa_ApproachingRed.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Mustafa_ApproachingRed.jpg,Image of artwork: Approaching Red,10,Spadina-Fort York,2013,"Approaching Red Designed by Iraqi Canadian artist Maha Mustafa is her testament to a personal journey that took her from a war ravaged country to the safety and peace of her new home, Canadai.  Located at the north-end of the public Mews between the Parade 1 and Parade 2 condominium buildings. The artist describes the work as ""Two solid flat colored forms [that] swirl together into a sculpture, making a connection between the two buildings and improving the aesthetic experience of the building. The sculpture creates an effect of depth and a sense of perpetual movement.""",None,Concord Adex Development Corporation,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.39713, 43.64044]]}"
216,Percent for Public Art - Private Developer Program,4015,"180 Queen Street West, Federal Court House","Heit, Charles (YA' YA AXGAGOODIIT)",Aspirations of Canadian Justice,None,None,Existing,Heit_AspirationsofCanadianJustice.jpg,https://www.toronto.ca/ext/pln/publicart/Heit_AspirationsofCanadianJustice.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Heit_AspirationsofCanadianJustice.jpg,Image of artwork: Aspirations of Canadian Justice,10,Spadina-Fort York,2006,None,None,GWL Realty Advisors,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.387699, 43.650709]]}"
217,Percent for Public Art - Private Developer Program,92128,"200 Front Street West, Simcoe Place","Astman, Barbara",Aurorae,Etched Glass,None,Existing,Aurorea1.jpg,https://www.toronto.ca/ext/pln/publicart/Aurorea1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Aurorea1.jpg,Image of artwork: Aurorae,10,Spadina-Fort York,1995,None,None,Cadillac Fairview,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.386062, 43.64477]]}"
218,Percent for Public Art - Private Developer Program,9037,300 Front Street West,Jason Bruges Studio,Back to Front,None,None,Existing,BackTOFront.jpg,https://www.toronto.ca/ext/pln/publicart/BackTOFront.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BackTOFront.jpg,Image of artwork: Back to Front,10,Spadina-Fort York,2014,"Located at the corner of John and Front Street, providing the southern anchor to the ""John Street Media Corridor"". The sculptural expression of the artwork materially compliments the park design while activating public space through interactivity.  The artwork senses the dynamic shadows, cast by the movement of people, the shifting of trees and the changing angles of the sun. These shadows transfer animated silhouettes across the artwork, challenging the boundary of back and front.  Back to Front is inspired by its close proximity to the City's historic waterfront and to nearby Lake Ontario which exposes the City to dramatic weather fronts all year round.",None,Tridel,None,landscape,https://urbantoronto.ca/news/2013/07/light-and-shadow-public-art-will-animate-tridels-300-front-st-w,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.389439, 43.644062]]}"
219,Percent for Public Art - Private Developer Program,9029,"430 King Street West, The Charlie","Lind, Jed",Ballast,Patinated Cast Bronze,None,Existing,Lind_Ballast4.jpg,https://www.toronto.ca/ext/pln/publicart/Lind_Ballast4.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Lind_Ballast4.jpg,Image of artwork: Ballast,10,Spadina-Fort York,2013,"Much like the Toronto waterfront the old and gritty loading docks, silos and rip rap have been replaced with bike paths, boardwalks and condominiums. I thought of a particular text that Buckminster Fuller had written about the origins of the roof. Fuller traced the origin of the roof to the skeleton of the whale. As he saw it the cavity / skeleton of the whale was the model on which early wood boats were made - think about the spine, ribs and planking of a boat like the anatomy of a whale. And early explorers used their upturned boats as ideal cover/shelter in new terrain and thus the inverted boat became a precursor to the modern roof - beams, planks and ridge board.  So with this transformation in mind I became keenly interested in the Great Lake freight boats, Lakers, as they are called that have essentially been made obsolete in the wake of the changing demographic of the down town core. According to Fuller this was the natural progression from the natural -> utility -> settlement. The ship, a relic of an earlier time, has yielded to buildings like the one it stands before and is left to the viewer whether Ballast is rising from or sinking into the ground below. My hopes are that the architecture of Ballast will also create a social space, where residents of this area can contemplate these issues and children can play and discover.Artist Statement.""",None,Great Gulf,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.393716, 43.645817]]}"
220,Percent for Public Art - Private Developer Program,2100,2 Queen Street East,"Steinman, Barbara",Banking Hours,Back-lit photographs,None,Existing,BankingHours.jpg,https://www.toronto.ca/ext/pln/publicart/BankingHours.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BankingHours.jpg,Image of artwork: Banking Hours,13,Toronto Centre,TBD,None,None,Olympia & York,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37885397, 43.65274972]]}"
221,Percent for Public Art - Private Developer Program,98069,"11 Mariner Terrace, CityPlace","Gazitua, Francisco",Barca Volante,Corten Steel,None,Existing,BarcaVolante.jpg,https://www.toronto.ca/ext/pln/publicart/BarcaVolante.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BarcaVolante.jpg,Image of artwork: Barca Volante,10,Spadina-Fort York,2005,None,None,Concord Adex Developments Corporation ,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.391071, 43.639934]]}"
222,Percent for Public Art - Private Developer Program,2101,1025 The Queensway,"McEwen, John",Between Heaven and Earth,Corten Steel,None,Existing,BetweenHeavencrop.jpg,https://www.toronto.ca/ext/pln/publicart/BetweenHeavencrop.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BetweenHeavencrop.jpg,Image of artwork: Between Heaven and Earth,3,Etobicoke-Lakeshore,2002,None,None,Cineplex Odeon Corporation ,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.516488, 43.622457]]}"
223,Percent for Public Art - Private Developer Program,90101,10 Yonge Street,"Deacon, Richard",Between The Eyes,"Painted Steel, Stainless Steel, Cement, Granite",None,Existing,BetweenTheEyes2.jpg,https://www.toronto.ca/ext/pln/publicart/BetweenTheEyes2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BetweenTheEyes2.jpg,Image of artwork: Between The Eyes,10,Spadina-Fort York,1990,None,None,Camrost Felcorp,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.374906, 43.641994]]}"
224,Percent for Public Art - Private Developer Program,089150 (M),"1 Adelaide Street East, One Financial Place","Haufschild, Lutz",Between the Skies,Stained Glass,None,Existing,BetweenTheSkies2.jpg,https://www.toronto.ca/ext/pln/publicart/BetweenTheSkies2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/BetweenTheSkies2.jpg,Image of artwork: Between the Skies,13,Toronto Centre,1990,None,None,Twigg Yonge Adelaide Limited,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.378108, 43.650296]]}"
225,Percent for Public Art Commissions Donated to the City,98069,Canoe Landing Park,"Coupland, Douglas",Bobber Plaza,"Steel, Resin, LEDs",None,Existing,Coupland_BobberPlaza.jpg,https://www.toronto.ca/ext/pln/publicart/Coupland_BobberPlaza.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Coupland_BobberPlaza.jpg,Image of artwork: Bobber Plaza,10,Spadina-Fort York,2009,"Complementing the Red Canoe and serving as the central locus of Canoe Landing Park, Douglas Coupland's ""Bobber Plaza"" is one of Toronto's most popular public artworks. Integrated into a water play plaza, this work gives welcome relief in the heat of summer.The Bobbers were inspired by colourful fishing floats (The artist explains that like the Canoe and Beaver Dam, the Bobbers are meant to reference the lake, as well as ""create a sense of futuristic Canadian energy."")",CityPlace,Concord Adex Development Corporation/City of Toronto Public Arts and Monuments Collection,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.39683, 43.63941]]}"
226,Percent for Public Art Commissions Donated to the City,92128,"200 Front Street West, Simcoe Place","Golden, Brad / Eichenberg, Lynne",Campsite Founding - Simcoe Memorial,"Stone, Bronze, Mixed Metal, Water",None,Existing,CampsiteFounding1.jpg,https://www.toronto.ca/ext/pln/publicart/CampsiteFounding1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/CampsiteFounding1.jpg,"A photo of the art installation in an exterior courtyard, with a shade structure resembling a camp site including poles and ropes. ",10,Spadina-Fort York,1994,None,None,Cadillac Fairview/Toronto Historical Board,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.386373, 43.644665]]}"
227,Percent for Public Art - Private Developer Program,7039,"234 Adelaide Street East, VU Condos","Tod, Joanne",Canada's First Post Office,Stainless Steel,None,Existing,Tod_Canadas_First_Post_Office2.jpg,https://www.toronto.ca/ext/pln/publicart/Tod_Canadas_First_Post_Office2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Tod_Canadas_First_Post_Office2.jpg,Image of artwork: Canada's First Post Office,13,Toronto Centre,2011,None,None,Aspen Ridge Developments,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.371489, 43.651696]]}"
228,Percent for Public Art - Private Developer Program,8055,"105 The Queensway, NXT Condos","McEwen, John",Canoe and Calipers,Steel and Bronze,None,Existing,Canoe_Caliper7closeup.jpg,https://www.toronto.ca/ext/pln/publicart/Canoe_Caliper7closeup.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Canoe_Caliper7closeup.jpg,Image of artwork: Canoe and Calipers,4,Parkdale-High Park,2006,None,None,Cresford Developments,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.469457, 43.637051]]}"
229,Percent for Public Art - Private Developer Program,6063,"38 The Esplanade, London on the Esplanade","Gazitua, Francisco",Canopy,Steel,None,Existing,Gazitua_Canopy1.jpg,https://www.toronto.ca/ext/pln/publicart/Gazitua_Canopy1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Gazitua_Canopy1.jpg,Image of artwork: Canopy,13,Toronto Centre,2009,None,None,Cityzen Developments,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.374563, 43.646661]]}"
230,Percent for Public Art - Private Developer Program,92110,21 Canniff Street,"Favro, Murray",City Sounds,None,None,Existing,CitySounds.jpg,https://www.toronto.ca/ext/pln/publicart/CitySounds.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/CitySounds.jpg,Image of artwork: City Sounds,10,Spadina-Fort York,1992,None,None,Bell Canada,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.411133, 43.641264]]}"
231,Percent for Public Art - Private Developer Program,1003,1 King Street West,"GÃ¶llner, Adrian",Cloud Bank,Polyester Banner and Theatrical Lighting,None,Existing,Gollner_CloudBank.jpg,https://www.toronto.ca/ext/pln/publicart/Gollner_CloudBank.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Gollner_CloudBank.jpg,Image of artwork: Cloud Bank,13,Toronto Centre,2006,"Linking the old Dominion Bank building to the new skyscraper at 1 King West allowed for a lightwell and atrium, but the steel super-structure of the bank extended into the atrium space creating an imposing grid. As there are residential units with no exterior view directly across from the grid, I provided each with its own cloud.  24 sheer banners hang within the grid gently swaying. Theatrical lamps will be trained on each cloud and balanced with lamps housed behind the beams. Artist Statement.",None,"One King West Incorporated, Five King West Incorporated",None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.378242, 43.648803]]}"
232,Percent for Public Art - Private Developer Program,98069,313 Bremner Boulevard,"Mullican, Matt",Combination of the Two,Steel,None,Existing,Combination4.jpg,https://www.toronto.ca/ext/pln/publicart/Combination4.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Combination4.jpg,Image of artwork: Combination of the Two,10,Spadina-Fort York,2005,None,None,Concord Adex Developments Corporation ,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.390308, 43.64033]]}"
233,Percent for Public Art - Private Developer Program,12054,"88 Queens Quay West, RBC Waterpark Place","Paine, Roxy",Compartment Earth,Stainless Steel,None,Existing,CompartmentEarth.jpg,https://www.toronto.ca/ext/pln/publicart/CompartmentEarth.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/CompartmentEarth.jpg,Image of artwork: Compartment Earth,10,Spadina-Fort York,2015,None,None,Oxford Properties Group Incorporated,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.378707, 43.64085]]}"
234,Percent for Public Art - Private Developer Program,2102,"50 John Street, Rosemont Residences","Paley, Albert",Constellation,Stainless Steel,None,Existing,Constellation.jpg,https://www.toronto.ca/ext/pln/publicart/Constellation.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/Constellation.jpg,Image of artwork: Constellation,10,Spadina-Fort York,2002,None,None,The Goldman Group,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.389615, 43.645602]]}"
